Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0521B0015,5/18/2021 11:30,Dissolved Nitrate,14797-55-8,,0.126,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0521B0015,5/18/2021 11:30,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0521B0015,5/18/2021 11:30,Total Phosphorus,7723-14-0,,0.181,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0521B0015,5/18/2021 11:30,Total Kjeldahl Nitrogen,TKN,,0.365,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0521B0015,5/18/2021 11:30,Dissolved ortho-Phosphate,14265-44-2,,0.166,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Dissolved Ammonia,7664-41-7,,0.076,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Dissolved Nitrate,14797-55-8,Y,0.513,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Dissolved Nitrate,14797-55-8,,0.515,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.149,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Total Phosphorus,7723-14-0,,0.208,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Total Kjeldahl Nitrogen,TKN,,0.474,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0621B0038,6/15/2021 11:00,Dissolved ortho-Phosphate,14265-44-2,,0.167,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Dissolved Nitrate,14797-55-8,,0.265,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.061,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Total Phosphorus,7723-14-0,,0.181,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Total Kjeldahl Nitrogen,TKN,,0.465,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0721B0046,7/20/2021 11:00,Dissolved ortho-Phosphate,14265-44-2,,0.119,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Dissolved Nitrate,14797-55-8,,0.304,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Dissolved Nitrate + Nitrite,NO3+NO2,,0.067,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Total Phosphorus,7723-14-0,,0.174,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Total Kjeldahl Nitrogen,TKN,,0.459,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0821B0061,8/17/2021 10:55,Dissolved ortho-Phosphate,14265-44-2,,0.128,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Dissolved Nitrate,14797-55-8,,0.267,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Dissolved Nitrate + Nitrite,NO3+NO2,,0.06,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Total Phosphorus,7723-14-0,,0.277,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Total Kjeldahl Nitrogen,TKN,,0.454,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0921B0068,9/14/2021 10:45,Dissolved ortho-Phosphate,14265-44-2,,0.232,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Dissolved Nitrate,14797-55-8,,0.209,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Total Phosphorus,7723-14-0,,0.116,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Total Kjeldahl Nitrogen,TKN,,0.331,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1021B0072,10/19/2021 10:50,Dissolved ortho-Phosphate,14265-44-2,,0.093,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Dissolved Ammonia,7664-41-7,,0.107,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Dissolved Nitrate,14797-55-8,,2.01,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Dissolved Nitrate + Nitrite,NO3+NO2,,0.426,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Total Phosphorus,7723-14-0,,0.374,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Total Kjeldahl Nitrogen,TKN,,0.694,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1121B0078,11/16/2021 11:45,Dissolved ortho-Phosphate,14265-44-2,,0.307,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Dissolved Nitrate,14797-55-8,,4.52,0.3,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Dissolved Nitrate + Nitrite,NO3+NO2,,1.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Total Phosphorus,7723-14-0,,0.227,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Total Kjeldahl Nitrogen,TKN,,1.17,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D1221B0082,12/14/2021 12:15,Dissolved ortho-Phosphate,14265-44-2,,0.12,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Dissolved Ammonia,7664-41-7,,0.055,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Dissolved Nitrate,14797-55-8,,1.34,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Dissolved Nitrate + Nitrite,NO3+NO2,,0.331,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Total Phosphorus,7723-14-0,,0.432,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Total Kjeldahl Nitrogen,TKN,,1.13,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0122B0064,1/19/2022 12:05,Dissolved ortho-Phosphate,14265-44-2,,0.341,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Dissolved Nitrate,14797-55-8,,1.9,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Dissolved Nitrate + Nitrite,NO3+NO2,,0.456,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Total Phosphorus,7723-14-0,,0.155,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Total Kjeldahl Nitrogen,TKN,,0.507,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0222B0074,2/15/2022 11:50,Dissolved ortho-Phosphate,14265-44-2,,0.145,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Total Phosphorus,7723-14-0,,0.228,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Total Kjeldahl Nitrogen,TKN,,0.591,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0322B0078,3/22/2022 10:45,Dissolved ortho-Phosphate,14265-44-2,,0.165,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Dissolved Nitrate,14797-55-8,,0.3,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Dissolved Nitrate + Nitrite,NO3+NO2,,0.069,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Total Phosphorus,7723-14-0,,0.217,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Total Kjeldahl Nitrogen,TKN,,0.358,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0422B0082,4/19/2022 10:50,Dissolved ortho-Phosphate,14265-44-2,,0.178,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Dissolved Nitrate,14797-55-8,,0.32,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Dissolved Nitrate + Nitrite,NO3+NO2,,0.076,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Total Phosphorus,7723-14-0,,0.18,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Total Kjeldahl Nitrogen,TKN,,0.34,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0522B0086,5/17/2022 10:50,Dissolved ortho-Phosphate,14265-44-2,,0.155,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Dissolved Nitrate,14797-55-8,,0.25,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Dissolved Nitrate + Nitrite,NO3+NO2,,0.058,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Total Phosphorus,7723-14-0,,0.229,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Total Kjeldahl Nitrogen,TKN,,0.329,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0622B0093,6/14/2022 10:40,Dissolved ortho-Phosphate,14265-44-2,,0.201,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Total Phosphorus,7723-14-0,,0.262,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Total Kjeldahl Nitrogen,TKN,,0.382,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0722B0130,7/26/2022 10:50,Dissolved ortho-Phosphate,14265-44-2,,0.232,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Dissolved Ammonia,7664-41-7,,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Total Phosphorus,7723-14-0,,0.206,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Total Kjeldahl Nitrogen,TKN,,0.255,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0822B0134,8/23/2022 11:00,Dissolved ortho-Phosphate,14265-44-2,,0.181,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0922B0175,9/20/2022 11:15,Dissolved Ammonia,7664-41-7,,0.06,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0922B0175,9/20/2022 11:15,Dissolved Nitrate,14797-55-8,,0.2,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0922B0175,9/20/2022 11:15,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
North Bay Aqueduct at Barker Slough Pumping Plant,Barker Sl. Pump Plnt,KG000000,D0922B0175,9/20/2022 11:15,Total Phosphorus,7723-14-0,,0.283,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,None,
