Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Lab Dup,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1116B0107,11/15/2016 8:20,Dissolved Nitrate + Nitrite,NO3+NO2,,0.52,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1116B0107,11/15/2016 8:20,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1116B0107,11/15/2016 8:20,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1116B0107,11/15/2016 8:20,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Sample  SL1116B0123 was originally batched with Batch: 44840.  
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Dissolved Nitrate,14797-55-8,,1.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Dissolved Nitrate + Nitrite,NO3+NO2,,0.26,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Total Phosphorus,7723-14-0,,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1116B0123,11/15/2016 9:40,Dissolved ortho-Phosphate,14265-44-2,,0.1,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Sample  SL1116B0122 was originally batched with Batch: 44840.  
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Dissolved Nitrate,14797-55-8,,2,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.47,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Total Phosphorus,7723-14-0,,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1116B0122,11/15/2016 10:00,Dissolved ortho-Phosphate,14265-44-2,,0.09,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,Sample  S1116B0215 was originally batched with Batch: 44840.  
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Dissolved Nitrate,14797-55-8,,<0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,<0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Total Kjeldahl Nitrogen,TKN,,0.7,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1116B0215,11/15/2016 11:00,Dissolved ortho-Phosphate,14265-44-2,,0.05,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Sample  SL1116B0127 was originally batched with Batch: 44840.  
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Dissolved Ammonia,7664-41-7,Y,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Dissolved Nitrate,14797-55-8,,2.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Dissolved Nitrate + Nitrite,NO3+NO2,,0.52,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Total Phosphorus,7723-14-0,,0.1,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1116B0127,11/15/2016 11:55,Dissolved ortho-Phosphate,14265-44-2,,0.09,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Sample  SL1116B0128 was originally batched with Batch: 44840.  
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Dissolved Nitrate,14797-55-8,,4.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Dissolved Nitrate + Nitrite,NO3+NO2,,1.07,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Total Phosphorus,7723-14-0,,0.13,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1116B0128,11/15/2016 13:50,Dissolved ortho-Phosphate,14265-44-2,,0.12,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C1116B1513,11/16/2016 10:34,Dissolved Nitrate,14797-55-8,,2.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C1116B1543,11/30/2016 10:55,Dissolved Nitrate,14797-55-8,Y,2.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C1116B1543,11/30/2016 10:55,Dissolved Nitrate,14797-55-8,,2.2,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C1216B1622,12/5/2016 10:45,Dissolved Nitrate,14797-55-8,,2.3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C1216B1665,12/15/2016 10:13,Dissolved Nitrate,14797-55-8,,2.5,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Dissolved Nitrate,14797-55-8,,0.7,0.2,mg/L,EPA 300.0 28d Hold [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.17,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Total Phosphorus,7723-14-0,,0.04,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU A INL TO MOJAVE SI,Check 66,KA040341,S1216B0224,12/19/2016 8:00,Dissolved ortho-Phosphate,14265-44-2,,0.03,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Dissolved Ammonia,7664-41-7,,0.07,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Dissolved Nitrate,14797-55-8,,2.5,0.2,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Dissolved Nitrate + Nitrite,NO3+NO2,,0.66,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Total Phosphorus,7723-14-0,,0.06,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Clifton Court Intake,CLIFTON,KA000000,D1216B0115,12/19/2016 14:10,Dissolved ortho-Phosphate,14265-44-2,,0.06,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,S1216B0230,12/20/2016 8:30,Dissolved Ammonia,7664-41-7,,0.15,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,S1216B0230,12/20/2016 8:30,Dissolved Nitrate + Nitrite,NO3+NO2,,0.29,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,S1216B0230,12/20/2016 8:30,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,S1216B0230,12/20/2016 8:30,Total Kjeldahl Nitrogen,TKN,,0.5,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Silverwood Lk Outlet Tower (San Bernardino Tunnel),Silverwood Lk Tower,SI002000,S1216B0230,12/20/2016 8:30,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Dissolved Ammonia,7664-41-7,,0.07,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Dissolved Nitrate,14797-55-8,,2.9,0.2,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.84,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Total Phosphorus,7723-14-0,,0.09,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,D1216B0114,12/20/2016 9:00,Dissolved ortho-Phosphate,14265-44-2,,0.08,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Dissolved Ammonia,7664-41-7,,0.05,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Dissolved Ammonia,7664-41-7,,0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Dissolved Nitrate,14797-55-8,,2,0.2,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Dissolved Nitrate,14797-55-8,,3.4,0.2,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.9,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Dissolved Nitrate + Nitrite,NO3+NO2,,0.46,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Total Phosphorus,7723-14-0,,0.09,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Total Phosphorus,7723-14-0,,0.07,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Teerink Pumping Plant,Teerink PP,KA027813,SJ1216B0107,12/20/2016 9:15,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
"CA Aqueduct, Ck 13, O'Neill Outlet",CHECK 13,KA007089,SL1216B0138,12/20/2016 9:15,Dissolved ortho-Phosphate,14265-44-2,,0.09,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Dissolved Ammonia,7664-41-7,,0.02,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Dissolved Nitrate,14797-55-8,,2.5,0.2,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.67,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
CALIFORNIA AQU NR KETTLEMAN CK-21,Check 21,KA017226,SL1216B0133,12/20/2016 10:00,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Dissolved Nitrate,14797-55-8,,2,0.2,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.48,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Total Phosphorus,7723-14-0,,0.11,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Total Kjeldahl Nitrogen,TKN,,0.3,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Pacheco Pumping Plant,Pacheco PP,SL000000,SL1216B0134,12/20/2016 11:00,Dissolved ortho-Phosphate,14265-44-2,,0.1,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Dissolved Ammonia,7664-41-7,,0.05,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Dissolved Nitrate,14797-55-8,,3,0.2,mg/L,EPA 300.0 28d Hold [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Dissolved Nitrate + Nitrite,NO3+NO2,,0.74,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Total Phosphorus,7723-14-0,,0.08,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Delta Mendota Canal @ McCabe Rd,DMC @McCabe Rd,DMC06716,SL1216B0139,12/20/2016 12:45,Dissolved ortho-Phosphate,14265-44-2,,0.07,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,S1216B0229,12/22/2016 8:00,Dissolved Ammonia,7664-41-7,,<0.01,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,S1216B0229,12/22/2016 8:00,Dissolved Nitrate + Nitrite,NO3+NO2,,0.46,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,S1216B0229,12/22/2016 8:00,Total Phosphorus,7723-14-0,,0.02,0.01,mg/L as P,EPA 365.4 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,S1216B0229,12/22/2016 8:00,Total Kjeldahl Nitrogen,TKN,,0.4,0.1,mg/L as N,EPA 351.2 (DWR Modified) [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Lake Perris Outlet,LkPerris@Outlet,PE002000,S1216B0229,12/22/2016 8:00,Dissolved ortho-Phosphate,14265-44-2,,<0.01,0.01,mg/L as P,EPA 365.1 DWR Modified [1]*,0.3 Meters,"Water, Natural",Normal Sample,0,,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C0117B0001,1/4/2017 10:45,Dissolved Nitrate,14797-55-8,,2.5,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Delta P.P. Headworks at H.O. Banks PP,H.O. Banks Headworks,KA000331,C0117B0036,1/9/2017 10:15,Dissolved Nitrate,14797-55-8,,3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,Canal Grab,
Teerink Pumping Plant,Teerink PP,KA027813,SJ0117B0001,1/17/2017 9:42,Dissolved Ammonia,7664-41-7,,0.04,0.01,mg/L as N,EPA 350.1 (DWR Modified) [1]*,1 Meters,"Water, Natural",Normal Sample,0,Monthly O&M run Check 29,
